ExerciseID,Instruction_EN,Instruction_FR,Level,LearningLang,KnownLang,passage_title_en,passage_title_fr,passage_en,passage_fr,question_en,question_fr,options_en,options_fr,correctIndex,timeLimitSeconds,difficulty,exercise_tag
RCN006_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",What is the main problem?,Quel est le principal problème selon le texte ?,"[""Lack of staff."", ""Cost of consultation."", ""Noise in the room."", ""Uncertainty about waiting time.""]","[""Le manque de personnel."", ""Le prix des consultations."", ""Le bruit dans la salle."", ""L’incertitude sur le temps d’attente.""]",3,600,Easy,Animals Toys House
RCN006_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",What improves the situation?,Que peuvent améliorer les informations visibles ?,"[""Fewer patients."", ""Changing doctors."", ""Clear information makes waiting easier."", ""Faster consultations.""]","[""Elles réduisent le nombre de patients."", ""Elles changent les médecins."", ""Elles rendent l’attente plus supportable."", ""Elles accélèrent les consultations.""]",2,600,Easy,Animals Toys House
RCN006_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",Why is this worse in medical places?,Pourquoi ce problème est-il plus important dans un lieu médical ?,"[""More doctors are present."", ""Patients are often tired or worried."", ""Consultations are longer."", ""Rooms are larger.""]","[""Les médecins sont plus nombreux."", ""Les patients sont souvent fatigués ou inquiets."", ""Les consultations sont plus longues."", ""Les salles sont plus grandes.""]",1,600,Easy,Animals Toys House
RCN006_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",What does good reception do?,Que permet un bon accueil ?,"[""It removes patients."", ""It replaces consultations."", ""It prevents the wait from feeling unfair."", ""It reduces waiting time.""]","[""Il supprime les patients."", ""Il remplace les consultations."", ""Il évite que l’attente paraisse injuste."", ""Il réduit le temps d’attente.""]",2,600,Easy,Animals Toys House
RCN007_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",Why is cabin luggage useful?,Pourquoi le bagage cabine est-il pratique ?,"[""It avoids waiting at baggage claim."", ""It replaces security checks."", ""It allows more items."", ""It reduces ticket cost.""]","[""Il permet d’éviter l’attente au tapis."", ""Il remplace les contrôles de sécurité."", ""Il permet de transporter plus d’objets."", ""Il réduit le prix du billet.""]",0,600,Medium,Animals Toys House
RCN007_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",What advantage does it offer?,Quel avantage offre ce type de bagage ?,"[""Getting free checked baggage."", ""Faster security checks."", ""Keeping belongings close during travel."", ""Choosing seats.""]","[""Recevoir un bagage gratuit en soute."", ""Accélérer les contrôles de sécurité."", ""Garder ses affaires avec soi pendant le trajet."", ""Choisir son siège.""]",2,600,Medium,Animals Toys House
RCN007_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",What problem can occur?,Quel problème peut survenir à l’embarquement ?,"[""The flight is canceled."", ""The bag disappears."", ""Size or weight may not meet rules."", ""The ticket is refused.""]","[""Le vol peut être annulé."", ""Le bagage peut disparaître."", ""Les dimensions ou le poids peuvent être incorrects."", ""Le billet peut être refusé.""]",2,600,Medium,Animals Toys House
RCN007_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",What difference is highlighted?,Quelle différence montre le texte ?,"[""Traveling heavy is better."", ""Traveling light still requires preparation."", ""Traveling without luggage is impossible."", ""Traveling light is always easier.""]","[""Voyager lourd est plus pratique."", ""Voyager léger ne suffit pas sans préparation."", ""Voyager sans bagage est impossible."", ""Voyager léger est toujours plus simple.""]",1,600,Medium,Animals Toys House
RCN007_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",What should be done?,Que faut-il faire pour éviter les problèmes ?,"[""Buy a new ticket."", ""Avoid connections."", ""Arrive very early."", ""Check airline rules.""]","[""Acheter un nouveau billet."", ""Éviter les vols avec escale."", ""Arriver très tôt à l’aéroport."", ""Vérifier les règles de la compagnie.""]",3,600,Medium,Animals Toys House
RCN008_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",Why do online reviews seem useful?,Pourquoi les avis en ligne semblent-ils utiles ?,"[""They guarantee a good choice."", ""They give a sense of transparency."", ""They remove mistakes."", ""They replace products.""]","[""Ils garantissent un bon choix."", ""Ils donnent une impression de transparence."", ""Ils suppriment les erreurs."", ""Ils remplacent les produits.""]",1,600,Medium,Animals Toys House
RCN008_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",What do readers check first?,Que font souvent les lecteurs en premier ?,"[""The product directly."", ""The seller."", ""All comments in detail."", ""The overall rating.""]","[""Ils testent le produit."", ""Ils contactent le vendeur."", ""Ils lisent tous les commentaires en détail."", ""Ils regardent la note générale.""]",3,600,Medium,Animals Toys House
RCN008_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",Why can reviews be misleading?,Pourquoi les avis peuvent-ils être trompeurs ?,"[""They are written by experts."", ""They are always negative."", ""They change constantly."", ""They hide differences in experiences.""]","[""Ils sont écrits par des professionnels."", ""Ils sont toujours négatifs."", ""Ils changent avec le temps."", ""Ils peuvent masquer des différences entre expériences.""]",3,600,Medium,Animals Toys House
RCN008_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",Which comments are more useful?,Quel type de commentaire est plus utile ?,"[""Detailed and specific ones."", ""Old ones."", ""Very negative ones."", ""Very short ones.""]","[""Un commentaire précis et détaillé."", ""Un commentaire ancien."", ""Un commentaire très négatif."", ""Un commentaire très court.""]",0,600,Medium,Animals Toys House
RCN008_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",How should reviews be read?,Comment faut-il lire les avis ?,"[""As clues, not absolute truths."", ""As final decisions."", ""As strict rules."", ""As advertisements.""]","[""Comme des indices et non des vérités absolues."", ""Comme des décisions finales."", ""Comme des règles fixes."", ""Comme des publicités.""]",0,600,Medium,Animals Toys House
RCN009_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online review,Avis en ligne,"Online reviews often give an impression of transparency, but that impression needs to be handled with caution. Many readers first look at the overall rating and then make a quick decision without really analyzing the content. This habit simplifies the choice, but it can also hide important nuances between several very different experiences. A precise comment, even a moderately positive one, sometimes sheds more light on reality than a series of extreme messages. So the problem is not the existence of reviews, but the way they are interpreted. Some reflect a particular moment, others describe a more stable trend, and the difference between the two is not always visible at first glance. Reading several recent reviews, noticing recurring details, and spotting comments that are too vague makes it possible to judge with more distance. Reviews do not replace direct experience, but they become useful when they are read as clues rather than final verdicts.","Les avis en ligne donnent souvent une impression de transparence, mais cette impression doit être traitée avec prudence. Beaucoup de lecteurs regardent d’abord la note générale, puis prennent une décision rapide sans vraiment analyser le contenu. Cette habitude simplifie le choix, mais elle peut aussi masquer des nuances importantes entre plusieurs expériences très différentes. Un commentaire précis, même modérément positif, éclaire parfois mieux la réalité qu’une série de messages extrêmes. Le problème n’est donc pas l’existence des avis, mais la manière de les interpréter. Certains reflètent un moment particulier, d’autres décrivent une tendance plus stable, et la différence entre les deux n’est pas toujours visible au premier regard. Lire plusieurs avis récents, observer les détails récurrents et repérer les critiques trop vagues permet de juger avec plus de recul. Les avis ne remplacent pas l’expérience directe, mais ils deviennent utiles quand on les lit comme des indices plutôt que comme des verdicts définitifs.",Why is a public bench important?,Pourquoi le banc public est-il important ?,"[""It is only decorative."", ""It reduces visitors."", ""It replaces trees."", ""It influences how space is used.""]","[""Il sert uniquement à décorer."", ""Il réduit le nombre de visiteurs."", ""Il remplace les arbres."", ""Il influence l’utilisation de l’espace dans le parc.""]",3,600,Hard,Animals Toys House
RCN009_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online review,Avis en ligne,"Online reviews often give an impression of transparency, but that impression needs to be handled with caution. Many readers first look at the overall rating and then make a quick decision without really analyzing the content. This habit simplifies the choice, but it can also hide important nuances between several very different experiences. A precise comment, even a moderately positive one, sometimes sheds more light on reality than a series of extreme messages. So the problem is not the existence of reviews, but the way they are interpreted. Some reflect a particular moment, others describe a more stable trend, and the difference between the two is not always visible at first glance. Reading several recent reviews, noticing recurring details, and spotting comments that are too vague makes it possible to judge with more distance. Reviews do not replace direct experience, but they become useful when they are read as clues rather than final verdicts.","Les avis en ligne donnent souvent une impression de transparence, mais cette impression doit être traitée avec prudence. Beaucoup de lecteurs regardent d’abord la note générale, puis prennent une décision rapide sans vraiment analyser le contenu. Cette habitude simplifie le choix, mais elle peut aussi masquer des nuances importantes entre plusieurs expériences très différentes. Un commentaire précis, même modérément positif, éclaire parfois mieux la réalité qu’une série de messages extrêmes. Le problème n’est donc pas l’existence des avis, mais la manière de les interpréter. Certains reflètent un moment particulier, d’autres décrivent une tendance plus stable, et la différence entre les deux n’est pas toujours visible au premier regard. Lire plusieurs avis récents, observer les détails récurrents et repérer les critiques trop vagues permet de juger avec plus de recul. Les avis ne remplacent pas l’expérience directe, mais ils deviennent utiles quand on les lit comme des indices plutôt que comme des verdicts définitifs.",What is a bench used for?,À quoi sert un banc dans un parc ?,"[""Playing sports."", ""Sitting, observing, and meeting people."", ""Controlling visitors."", ""Selling products.""]","[""À jouer au sport."", ""À s’asseoir, observer et parfois rencontrer des gens."", ""À contrôler les visiteurs."", ""À vendre des produits.""]",1,600,Hard,Animals Toys House
