ExerciseID,Level,LearningLang,KnownLang,title_en,title_fr,correctOrder_fr,correctOrder_en,timeLimitSeconds,difficulty,exercise_tag
ROS027,B2,fr,en,A tool only half adopted,Un outil adopté à moitié,"[""Dans un bureau, une équipe teste depuis quelques semaines un nouvel outil censé simplifier le suivi des tâches."", ""Officiellement, tout le monde reconnaît son utilité, mais dans les faits plusieurs collègues continuent à s’échanger des informations par leurs anciens canaux."", ""Au début, la responsable croyait surtout à une résistance au changement."", ""En observant mieux les usages, elle comprend pourtant que le problème vient moins du principe de l’outil que de la manière incomplète dont il a été intégré au travail quotidien."", ""Certaines étapes restent en dehors du système, ce qui oblige ensuite chacun à vérifier les données à deux endroits."", ""Plutôt que de rappeler simplement la règle, elle réunit l’équipe pour repérer les points où l’ancien fonctionnement reste plus pratique."", ""L’outil n’est pas rejeté, mais il devra être adapté avant de devenir réellement central.""]","[""In an office, a team has been testing for a few weeks a new tool supposed to simplify task tracking."", ""Officially, everyone acknowledges its usefulness, but in practice several colleagues continue to exchange information through their old channels."", ""At first, the manager mainly believed it was resistance to change."", ""By observing actual use more closely, however, she understands that the problem comes less from the tool itself than from the incomplete way it has been integrated into daily work."", ""Some steps still remain outside the system, which then forces everyone to check data in two places."", ""Rather than simply repeating the rule, she brings the team together to identify the points where the old method remains more practical."", ""The tool is not rejected, but it will have to be adjusted before becoming truly central.""]",360,Hard,Innovation & digital transformation
ROS028,B2,fr,en,A debate less clear-cut than expected,Un débat moins tranché que prévu,"[""Dans une salle de débat universitaire, un étudiant vient défendre une position qu’il croit facile à rendre convaincante devant le public."", ""Son argumentation est solide, mais elle repose sur une opposition très nette entre deux options qu’il présente comme incompatibles."", ""Lors des questions, une participante lui soumet un cas concret qui ne rentre pas vraiment dans cette opposition."", ""Il tente d’abord de maintenir sa ligne sans la modifier, puis comprend que cette exception révèle une limite plus générale de son raisonnement."", ""Au lieu d’éluder le problème, il reconnaît que son cadre était utile pour lancer la discussion, mais insuffisant pour rendre toute la complexité du sujet."", ""Cette concession affaiblit un peu l’effet de certitude initial, tout en renforçant sa crédibilité auprès de la salle."", ""Le débat ne se conclut donc pas par une victoire claire, mais par une position devenue plus nuancée.""]","[""In a university debate room, a student comes to defend a position that he believes will be easy to make convincing in front of the audience."", ""His argument is solid, but it relies on a very sharp opposition between two options that he presents as incompatible."", ""During the questions, one participant gives him a concrete case that does not really fit into that opposition."", ""He first tries to maintain his line without changing it, then understands that this exception reveals a more general limit in his reasoning."", ""Instead of dodging the problem, he acknowledges that his framework was useful for launching the discussion, but insufficient to capture the full complexity of the issue."", ""This concession slightly weakens the initial impression of certainty while strengthening his credibility with the audience."", ""The debate therefore does not end in a clear victory, but in a position that has become more nuanced.""]",360,Hard,"Abstract ideas, opinions & argumentation"
ROS029,B2,fr,en,A clause they had not read that way,Une clause qu’on n’avait pas lue ainsi,"[""Dans un espace de coworking, deux associés relisent un contrat au moment de confirmer une collaboration qu’ils pensaient déjà réglée."", ""Une clause secondaire, jusque-là peu commentée, prend soudain plus d’importance lorsqu’ils envisagent un retard possible dans la livraison."", ""L’un la lisait comme une simple protection de principe, alors que l’autre comprend maintenant qu’elle pourrait entraîner une obligation plus concrète."", ""Aucun des deux n’est certain de son interprétation, mais ils voient bien qu’une lecture trop rapide leur ferait prendre un risque inutile."", ""Ils appellent donc la conseillère juridique au lieu de signer dans la précipitation."", ""Son explication montre que la clause n’interdit pas leur choix, mais impose une procédure qu’ils n’avaient pas anticipée."", ""La signature est reportée de quelques heures, ce qui les contrarie moins que l’idée d’avoir validé un texte mal compris.""]","[""In a coworking space, two business partners reread a contract just as they are about to confirm a collaboration they thought was already settled."", ""A secondary clause, barely discussed until then, suddenly becomes more important when they consider a possible delivery delay."", ""One had read it as a simple principle of protection, whereas the other now understands that it could lead to a more concrete obligation."", ""Neither of them is certain of the interpretation, but they can clearly see that a hurried reading would make them take an unnecessary risk."", ""They therefore call their legal adviser instead of signing in a rush."", ""Her explanation shows that the clause does not forbid their choice, but imposes a procedure they had not anticipated."", ""The signature is postponed by a few hours, which annoys them less than the idea of having approved a text they misunderstood.""]",360,Hard,Law and legal terms
ROS030,B2,fr,en,A work less obvious than it seems,Une œuvre moins évidente qu’elle paraît,"[""Au musée, devant une installation contemporaine, deux amis réagissent d’abord de façon opposée sans vraiment prendre le temps de se comprendre."", ""L’un juge l’œuvre gratuitement obscure, tandis que l’autre la défend presque par réflexe, comme si la critique venait forcément d’un manque d’attention."", ""En lisant ensuite le cartel, ils découvrent un élément de contexte qui n’impose pas un sens unique, mais déplace clairement la discussion."", ""Ce détail ne transforme pas l’installation en évidence, pourtant il rend certaines intentions plus lisibles."", ""À partir de là, leur échange quitte peu à peu le terrain du goût immédiat pour celui de l’interprétation argumentée."", ""Aucun des deux ne renonce entièrement à sa première impression, mais chacun reconnaît que l’autre ne regardait pas simplement “mal”."", ""Ils quittent la salle sans accord complet, avec une compréhension plus fine de ce qui les séparait réellement.""]","[""At the museum, in front of a contemporary installation, two friends first react in opposite ways without really taking the time to understand each other."", ""One judges the work to be obscure for no reason, while the other defends it almost by reflex, as if criticism necessarily came from a lack of attention."", ""Then, while reading the wall label, they discover a piece of context that does not impose a single meaning, but clearly shifts the discussion."", ""This detail does not turn the installation into something obvious, yet it makes certain intentions more readable."", ""From that point on, their exchange gradually leaves the ground of immediate taste and moves toward argued interpretation."", ""Neither of them fully gives up their first impression, but each acknowledges that the other was not simply looking at it “wrong.”"", ""They leave the room without full agreement, but with a finer understanding of what was really separating them.""]",360,Hard,Art criticism & interpretation
ROS031,B2,fr,en,An unexpected limit,Un plafond inattendu,"[""Au distributeur de la gare, un voyageur essaie de retirer une somme plus élevée que d’habitude avant un déplacement professionnel."", ""Comme l’opération est refusée sans explication détaillée, il croit d’abord à un problème de carte."", ""En appelant sa banque depuis le hall, il apprend pourtant que le blocage vient simplement d’un plafond temporaire resté inchangé depuis plusieurs mois."", ""Cette information le surprend, car il pensait avoir déjà modifié ce réglage depuis l’application."", ""La conseillère vérifie alors son dossier et lui propose une augmentation immédiate pour la journée."", ""Quelques minutes plus tard, le retrait fonctionne, ce qui lui évite de revoir tout son programme avant le train.""]","[""At the station cash machine, a traveler tries to withdraw a larger amount than usual before a business trip."", ""Since the transaction is refused without detailed explanation, he first thinks there is a problem with his card."", ""Yet when he calls his bank from the station hall, he learns that the block simply comes from a temporary limit that has remained unchanged for several months."", ""This information surprises him, because he thought he had already modified that setting in the app."", ""The advisor then checks his file and offers him an immediate increase for the day."", ""A few minutes later, the withdrawal works, which saves him from reorganizing his whole plan before the train.""]",360,Easy,Banking essentials
ROS032,B2,fr,en,A forgotten attachment,Une pièce jointe oubliée,"[""Dans un espace de coworking, une consultante reçoit un message poli lui demandant de renvoyer un document mentionné dans son courriel précédent."", ""Sur le moment, elle croit que le destinataire n’a simplement pas vu la pièce jointe."", ""En rouvrant son message, elle constate pourtant qu’elle a bien annoncé le fichier sans jamais le joindre réellement."", ""Comme la demande devait être traitée dans la matinée, cette erreur l’embarrasse un peu plus qu’un simple oubli ordinaire."", ""Elle renvoie aussitôt le dossier avec une excuse brève et précise, sans multiplier les justifications."", ""Le client lui répond rapidement, et l’échange reprend sans que l’incident ne prenne plus d’ampleur.""]","[""In a coworking space, a consultant receives a polite message asking her to resend a document mentioned in her previous email."", ""At first, she thinks the recipient simply did not notice the attachment."", ""Yet when she reopens her message, she realizes that she did mention the file without actually attaching it."", ""Since the request had to be processed during the morning, this mistake embarrasses her a little more than an ordinary oversight."", ""She immediately sends the file again with a brief and precise apology, without multiplying explanations."", ""The client replies quickly, and the exchange resumes without the incident growing further.""]",360,Easy,Professional communication
ROS033,B2,fr,en,The bus that does not stop,Le bus qui ne s’arrête pas,"[""À l’arrêt de bus, plusieurs personnes attendent sous la pluie un véhicule annoncé avec seulement quelques minutes de retard."", ""Quand le bus arrive enfin, il ralentit à peine avant de continuer sa route sans ouvrir les portes."", ""Comme personne ne comprend tout de suite ce qui vient de se passer, un silence surpris remplace d’abord les plaintes."", ""Une passagère consulte alors l’affichage et remarque qu’un changement temporaire d’itinéraire a été signalé en tout petit sur le côté."", ""Cette précision explique le passage du bus, mais elle irrite davantage ceux qui n’avaient aucune chance de lire l’avertissement à distance."", ""Quelques voyageurs décident donc de marcher jusqu’à l’arrêt suivant, tandis qu’un autre signale le problème via l’application de la ville.""]","[""At the bus stop, several people are waiting in the rain for a vehicle announced as only a few minutes late."", ""When the bus finally arrives, it barely slows down before continuing on its way without opening the doors."", ""Since nobody immediately understands what just happened, a surprised silence first replaces the complaints."", ""One passenger then checks the display and notices that a temporary route change had been indicated in tiny print on the side."", ""This detail explains why the bus passed by, but it irritates even more those who had no real chance of reading the warning from a distance."", ""A few travelers therefore decide to walk to the next stop, while another reports the problem through the city’s app.""]",360,Easy,Urban life & infrastructure
ROS034,B2,fr,en,A misunderstood dosage,Une dose mal comprise,"[""À la clinique, un père relit l’ordonnance de son fils avant de passer à la pharmacie du quartier."", ""Comme deux indications se ressemblent visuellement sur le document, il hésite sur la fréquence exacte du traitement."", ""Plutôt que de se fier à ce qu’il croit avoir entendu en consultation, il retourne au comptoir pour demander une vérification."", ""L’infirmière constate alors que l’écriture du médecin peut prêter à confusion, surtout pour quelqu’un déjà pressé par l’heure."", ""Elle réexplique calmement la dose en montrant à quel moment une ligne complète la précédente au lieu de la contredire."", ""Le père repart rassuré, sachant qu’il évitera surtout une erreur née d’une lecture trop rapide.""]","[""At the clinic, a father rereads his son’s prescription before going to the neighborhood pharmacy."", ""Since two instructions look visually similar on the document, he hesitates about the exact frequency of the treatment."", ""Rather than relying on what he thinks he heard during the consultation, he returns to the desk to ask for a check."", ""The nurse then notices that the doctor’s handwriting can indeed be confusing, especially for someone already rushed by the time."", ""She calmly explains the dose again, showing at what point one line completes the previous one instead of contradicting it."", ""The father leaves reassured, knowing that he will above all avoid a mistake born from reading too quickly.""]",360,Easy,Healthcare and pharmacy
ROS035,B2,fr,en,A room booked differently,Une salle réservée autrement,"[""À l’école, une enseignante rejoint une salle qu’elle pensait libre pour un atelier prévu depuis plusieurs jours."", ""En arrivant devant la porte, elle découvre pourtant qu’un autre groupe est déjà installé à l’intérieur."", ""Comme elle a bien reçu une confirmation de réservation, elle croit d’abord à une erreur du service administratif."", ""Après un rapide échange, elle comprend que la salle a été attribuée de nouveau parce qu’un ancien code figurait encore dans le système."", ""Au lieu de reporter l’activité, elle déplace alors son groupe vers la bibliothèque, où un espace reste disponible à condition de parler plus bas."", ""L’atelier commence avec un léger décalage, mais les élèves s’adaptent mieux qu’elle ne l’avait craint.""]","[""At school, a teacher heads to a room she believed was free for a workshop planned for several days."", ""On arriving at the door, however, she discovers that another group is already settled inside."", ""Since she did receive a booking confirmation, she first thinks it is an error from the administrative office."", ""After a quick exchange, she understands that the room was reassigned because an old code was still showing in the system."", ""Instead of postponing the activity, she then moves her group to the library, where a space remains available as long as they speak more quietly."", ""The workshop starts with a slight delay, but the students adapt better than she had feared.""]",360,Easy,Education systems & academic life
ROS036,B2,fr,en,A review that seems too perfect,Un avis trop parfait,"[""Dans une rue commerçante, une cliente s’arrête devant une vitrine après avoir lu en ligne des commentaires presque tous enthousiastes sur une nouvelle boutique."", ""En entrant, elle retrouve bien certains détails vantés sur internet, mais l’ensemble lui paraît moins évident que prévu."", ""Comme les avis insistaient sur la qualité du conseil, elle demande à comparer deux produits avant de se décider."", ""Le vendeur répond correctement, sans toutefois montrer l’attention personnalisée qu’elle imaginait en arrivant."", ""Cette différence ne la pousse pas à partir, mais elle comprend que les commentaires reflétaient surtout une première impression très favorable."", ""Elle achète finalement l’article prévu, avec une opinion plus mesurée que celle qu’elle avait lue la veille.""]","[""On a shopping street, a customer stops in front of a window after reading online comments that were almost all enthusiastic about a new shop."", ""Once inside, she does find certain details praised online, but the whole experience feels less obvious than expected."", ""Since the reviews emphasized the quality of advice, she asks to compare two products before deciding."", ""The salesperson answers correctly, although without showing the personal attention she had imagined on arriving."", ""This difference does not make her leave, but she understands that the comments mainly reflected a very favorable first impression."", ""She finally buys the planned item, with a more measured opinion than the one she had read the day before.""]",360,Easy,Consumer culture & advertising
ROS037,B2,fr,en,A delivery that arrived early,Une livraison avancée,"[""Au bureau, une équipe pensait disposer encore d’une heure avant la réception de matériel nécessaire pour l’après-midi."", ""Lorsque le transporteur annonce son arrivée imminente, plusieurs tâches restent pourtant en cours dans l’espace prévu pour les cartons."", ""Comme le local n’est pas encore dégagé, un collègue propose de faire patienter le livreur quelques minutes."", ""La responsable préfère toutefois réorganiser rapidement la pièce plutôt que de risquer un second passage plus tard."", ""Chacun met alors de côté ce qu’il faisait pour libérer l’accès et vérifier la liste de réception."", ""La livraison est finalement prise sans incident, même si le reste du planning doit être légèrement déplacé.""]","[""In the office, a team thought it still had an hour before receiving equipment needed for the afternoon."", ""When the delivery driver announces that he is about to arrive, several tasks are still underway in the space meant for the boxes."", ""Since the room is not yet cleared, one colleague suggests asking the driver to wait a few minutes."", ""The manager, however, prefers to reorganize the room quickly rather than risk a second visit later."", ""Everyone then sets aside what they were doing to clear the access and check the delivery list."", ""The delivery is finally received without incident, even though the rest of the schedule has to be shifted slightly.""]",360,Easy,Work-related essentials
ROS038,B2,fr,en,Watering differently,Arroser autrement,"[""Sur le balcon, une voisine remarque que les jardinières de l’immeuble sont encore humides malgré plusieurs jours sans pluie."", ""Comme l’eau devient un sujet sensible dans le quartier, elle se demande si l’arrosage automatique n’est pas resté trop généreux."", ""Au lieu d’accuser tout de suite le gardien, elle vérifie d’abord avec lui le réglage prévu pour la semaine."", ""Ils découvrent alors qu’un programme ancien s’est réactivé après une coupure électrique passée inaperçue."", ""La situation n’a rien de grave, mais elle montre qu’une économie annoncée peut être contredite par un détail technique."", ""Le réglage est corrigé aussitôt, et l’échange reste constructif parce que personne n’a transformé l’erreur en reproche personnel.""]","[""On the balcony, a neighbor notices that the building’s planters are still damp despite several days without rain."", ""Since water use has become a sensitive issue in the neighborhood, she wonders whether the automatic watering system has remained too generous."", ""Instead of immediately accusing the caretaker, she first checks with him what setting was planned for the week."", ""They then discover that an old program was reactivated after a power cut that had gone unnoticed."", ""The situation is not serious, but it shows how a promised saving can be contradicted by a technical detail."", ""The setting is corrected right away, and the exchange remains constructive because nobody turned the mistake into a personal reproach.""]",360,Easy,Environmental challenges & sustainability
ROS039,B2,fr,en,Postponing without canceling,Reporter sans annuler,"[""Au restaurant, deux amis arrivent avec l’intention de finaliser un projet commun autour d’un dîner tranquille."", ""Pourtant, l’un d’eux reçoit presque aussitôt un appel qui l’oblige à gérer un problème familial avant la fin de la soirée."", ""Comme il ne veut pas donner l’impression de se désengager, il hésite à partir immédiatement."", ""Son amie comprend cependant que rester distrait devant elle ne ferait qu’allonger une discussion déjà difficile à avoir."", ""Ils conviennent donc de garder le repas, mais de reporter la décision importante à un moment où l’attention sera entière."", ""La soirée change de forme sans devenir inutile, et leur accord paraît finalement plus solide pour avoir été ajusté à temps.""]","[""In a restaurant, two friends arrive intending to finalize a shared project over a quiet dinner."", ""Yet one of them almost immediately receives a call that forces him to handle a family problem before the end of the evening."", ""Since he does not want to give the impression of backing out, he hesitates to leave right away."", ""His friend, however, understands that staying distracted in front of her would only prolong a discussion that is already hard enough."", ""They therefore agree to keep the meal but postpone the important decision to a moment when their attention will be complete."", ""The evening changes shape without becoming useless, and their agreement ultimately feels stronger for having been adjusted in time.""]",360,Easy,"Decisions, negotiation & persuasion"
ROS040,B2,fr,en,Clearer instructions on the phone,Une consigne plus claire au téléphone,"[""À l’accueil du travail, une réceptionniste répond à un appel d’un prestataire qui ne retrouve pas l’accès indiqué pour une intervention prévue."", ""Comme la description transmise par mail semblait suffisante la veille, elle suppose d’abord qu’il s’est simplement trompé d’entrée."", ""En lui demandant ce qu’il voit autour de lui, elle réalise pourtant que le bâtiment possède deux façades presque identiques selon le côté de la rue."", ""Cette confusion explique pourquoi leurs échanges précédents donnaient l’impression que chacun parlait du même lieu."", ""Elle reformule alors les indications à partir d’un point de repère visible plutôt qu’à partir du nom interne des accès."", ""Le prestataire trouve enfin la bonne porte, et l’intervention commence avec seulement un léger retard.""]","[""At the workplace reception desk, a receptionist answers a call from a service provider who cannot find the entrance indicated for a planned intervention."", ""Since the description sent by email had seemed sufficient the day before, she first assumes that he simply went to the wrong entrance."", ""Yet by asking him what he sees around him, she realizes that the building has two nearly identical facades depending on which side of the street one is on."", ""This confusion explains why their previous exchanges gave the impression that both were talking about the same place."", ""She then rephrases the directions using a visible landmark rather than the company’s internal name for the access point."", ""The provider finally finds the right door, and the intervention starts with only a slight delay.""]",360,Easy,Professional communication
ROS041,B2,fr,en,Fees that are less mysterious,Des frais moins mystérieux,"[""Dans le salon, un couple examine son relevé bancaire après avoir repéré des frais qu’il ne se souvient pas avoir acceptés."", ""D’abord, ils soupçonnent un prélèvement injustifié, car le libellé affiché reste trop technique pour être compris immédiatement."", ""En comparant avec les documents reçus lors de l’ouverture du compte, ils retrouvent pourtant la trace d’une option qu’ils avaient activée sans en mesurer le coût régulier."", ""Cette découverte ne les enchante pas, mais elle déplace le problème d’une faute extérieure vers une décision prise trop vite."", ""Ils appellent alors leur conseillère non pour contester agressivement la somme, mais pour vérifier s’il existe une formule plus adaptée à leur usage réel."", ""La conversation montre qu’une offre moins chargée leur conviendrait mieux, même si certains avantages disparaîtront avec elle."", ""Ils demandent finalement le changement, en retenant surtout qu’une explication insuffisamment lue peut peser longtemps sur un budget.""]","[""In the living room, a couple examines their bank statement after spotting fees they do not remember having agreed to."", ""At first, they suspect an unjustified charge because the wording shown is too technical to be understood immediately."", ""Yet by comparing it with the documents received when opening the account, they find evidence of an option they had activated without realizing its regular cost."", ""This discovery does not delight them, but it shifts the problem from an external fault to a decision made too quickly."", ""They then call their advisor not to challenge the amount aggressively, but to check whether there is a package better suited to their real use."", ""The conversation shows that a lighter offer would suit them better, even if some advantages would disappear with it."", ""They finally request the change, mainly remembering that an explanation not read carefully enough can weigh on a budget for a long time.""]",360,Medium,Finance and Banking
ROS042,B2,fr,en,A line that barely moves,Une file qui avance mal,"[""Au guichet administratif, l’attente devient plus tendue à mesure qu’une file déjà longue progresse à peine."", ""Plusieurs usagers pensent d’abord que le service manque simplement d’efficacité, puisqu’aucune information n’explique le ralentissement."", ""Lorsqu’un agent sort enfin du bureau pour s’adresser au public, il annonce qu’un problème informatique oblige chaque dossier à être validé manuellement."", ""Cette explication calme certains esprits, mais elle inquiète aussi ceux qui ont prévu un autre rendez-vous juste après."", ""Une femme demande alors si les démarches les plus simples pourraient être séparées des demandes complexes pour éviter de bloquer tout le monde."", ""L’agent reconnaît que l’idée est pertinente et réorganise provisoirement l’ordre de passage avec sa collègue."", ""Le retard ne disparaît pas, mais l’impression d’attendre sans logique laisse place à une situation plus supportable.""]","[""At the administrative counter, the wait becomes more tense as an already long line barely moves forward."", ""Several users first think the service is simply inefficient, since no information explains the slowdown."", ""When an officer finally comes out of the office to address the public, he announces that a computer problem is forcing each file to be validated manually."", ""This explanation calms some people, but it also worries those who have another appointment just afterward."", ""A woman then asks whether the simplest procedures could be separated from the more complex requests so as not to block everyone."", ""The officer admits that the idea is relevant and temporarily reorganizes the order of service with his colleague."", ""The delay does not disappear, but the feeling of waiting without logic gives way to a more bearable situation.""]",360,Medium,Public policy & institutions
ROS043,B2,fr,en,An update at the worst moment,Une mise à jour au mauvais moment,"[""Dans une salle de réunion, un technicien prépare une présentation qui dépend d’un écran partagé entre plusieurs intervenants."", ""Au moment d’ouvrir le système, un message de mise à jour bloque pourtant l’accès pendant de longues minutes."", ""Comme la réunion doit commencer presque aussitôt, certains collègues proposent de passer à l’oral sans support visuel."", ""Le technicien hésite, car cette solution sauverait le timing mais rendrait l’analyse moins claire pour les participants extérieurs."", ""En vérifiant rapidement les options, il trouve un mode provisoire permettant d’utiliser l’appareil avant l’installation complète."", ""Ce contournement ne supprime pas le problème de fond, mais il permet de maintenir la présentation dans des conditions acceptables."", ""Après la réunion, l’équipe décide surtout de ne plus laisser ce type de mise à jour se lancer sans contrôle avant un rendez-vous important.""]","[""In a meeting room, a technician prepares a presentation that depends on a screen shared by several speakers."", ""At the moment of opening the system, however, an update message blocks access for many minutes."", ""Since the meeting must begin almost immediately, some colleagues suggest going ahead orally without visual support."", ""The technician hesitates, because that solution would save the timing but make the analysis less clear for outside participants."", ""By quickly checking the options, he finds a temporary mode that allows the device to be used before the full installation is complete."", ""This workaround does not remove the underlying problem, but it makes it possible to keep the presentation under acceptable conditions."", ""After the meeting, the team mainly decides never again to let this kind of update start uncontrolled before an important appointment.""]",360,Medium,"Machines, devices & technology"
ROS044,B2,fr,en,Refusing one extra hour,Refuser une heure de plus,"[""À la fin de la journée, dans un atelier, un responsable demande à une employée de rester un peu plus tard pour terminer une commande imprévue."", ""Sur le principe, la demande paraît raisonnable, car toute l’équipe sait que la livraison du lendemain compte beaucoup."", ""Pourtant, l’employée rappelle qu’elle a déjà prévenu de son impossibilité ce soir-là pour une obligation personnelle importante."", ""Le responsable perçoit d’abord cette réponse comme un manque de solidarité au mauvais moment."", ""En reprenant calmement les faits, il reconnaît ensuite qu’elle n’improvise pas une excuse, mais défend une limite annoncée à l’avance."", ""Il réorganise alors la fin du travail avec deux volontaires disponibles, même si cela ralentit légèrement la cadence."", ""La tension retombe, moins parce que tout le monde est satisfait que parce que la règle semble avoir été appliquée de manière cohérente.""]","[""At the end of the day, in a workshop, a supervisor asks an employee to stay a little later to finish an unexpected order."", ""In principle, the request seems reasonable, because the whole team knows that the next day’s delivery matters a lot."", ""Yet the employee reminds him that she had already said she could not stay that particular evening because of an important personal obligation."", ""The supervisor first perceives this answer as a lack of solidarity at the worst moment."", ""By calmly reviewing the facts, he then recognizes that she is not inventing an excuse, but defending a limit announced in advance."", ""He then reorganizes the end of the work with two available volunteers, even if that slightly slows the pace."", ""The tension falls, less because everyone is satisfied than because the rule seems to have been applied consistently.""]",360,Medium,Employment & labour issues
ROS045,B2,fr,en,Redefining a priority,Une priorité à redéfinir,"[""Dans un bureau, une petite équipe avance sur plusieurs urgences à la fois quand sa responsable demande soudain un point d’étape détaillé."", ""Certains y voient d’abord une demande supplémentaire mal venue, puisqu’aucune tâche n’est encore vraiment terminée."", ""Pourtant, en écoutant les réponses, la responsable constate surtout que chacun travaille avec une idée différente de ce qui doit passer en premier."", ""Ce décalage explique pourquoi l’énergie du groupe paraît forte sans produire d’avancée visible sur le dossier principal."", ""Au lieu de distribuer simplement de nouvelles consignes, elle fait reformuler à chacun son objectif pour la fin de journée."", ""Ce moment, un peu inconfortable, révèle des chevauchements inutiles mais aussi une tâche essentielle laissée de côté par tous."", ""La répartition qui suit n’accélère pas tout, mais elle rend enfin l’effort collectif lisible.""]","[""In an office, a small team is moving forward on several urgent matters at once when their manager suddenly asks for a detailed progress update."", ""Some first see it as an unwelcome extra request, since no task is yet really finished."", ""Yet while listening to the answers, the manager mainly notices that each person is working with a different idea of what should come first."", ""This gap explains why the group’s energy seems strong without producing visible progress on the main file."", ""Instead of simply handing out new instructions, she has each person rephrase their objective for the end of the day."", ""This somewhat uncomfortable moment reveals unnecessary overlaps but also one essential task left aside by everyone."", ""The redistribution that follows does not speed up everything, but it finally makes the team’s effort readable.""]",360,Medium,Management & leadership
ROS046,B2,fr,en,A source repeated too quickly,Une source reprise trop vite,"[""À la bibliothèque, un étudiant retrouve dans plusieurs articles la même statistique impressionnante et s’apprête à l’utiliser dans son mémoire."", ""Comme la donnée revient souvent, elle lui paraît d’abord suffisamment solide pour être citée sans autre vérification."", ""Sa directrice de recherche lui demande pourtant d’identifier la source initiale au lieu de se contenter des reprises secondaires."", ""En remontant la chaîne, il découvre que le chiffre vient d’un rapport ancien dont la méthode était bien plus limitée qu’il ne l’imaginait."", ""Cette vérification ne rend pas l’information fausse, mais elle change fortement la manière dont elle peut être présentée."", ""Il décide alors de conserver le chiffre uniquement comme indication de tendance, en mentionnant clairement ses limites."", ""Son texte perd un argument spectaculaire, tout en gagnant en rigueur.""]","[""In the library, a student finds the same striking statistic in several articles and is about to use it in his thesis."", ""Since the figure appears repeatedly, it first seems solid enough to quote without further checking."", ""Yet his research supervisor asks him to identify the original source instead of relying on secondary repetitions."", ""Tracing it back, he discovers that the number comes from an old report whose method was far more limited than he had imagined."", ""This check does not make the information false, but it greatly changes how it can be presented."", ""He then decides to keep the figure only as an indication of a trend, while clearly stating its limits."", ""His text loses a spectacular argument, while gaining in rigor.""]",360,Medium,"Data, information & knowledge"
ROS047,B2,fr,en,Help that misses the point,Une aide mal calibrée,"[""Dans le quartier, des voisins veulent soutenir une mère isolée après avoir appris qu’elle traverse une période compliquée."", ""Très vite, plusieurs propositions généreuses circulent, mais elles ne reposent pas toutes sur ce dont elle a réellement besoin."", ""Comme personne n’ose lui poser directement la question de peur d’être maladroit, le groupe risque de construire une aide surtout symbolique."", ""Une voisine qui la connaît mieux suggère alors de commencer par vérifier ce qui lui simplifierait concrètement la semaine."", ""La réponse change la perspective : ce ne sont ni des vêtements ni des repas supplémentaires qui lui manquent le plus, mais une solution de garde ponctuelle."", ""Cette précision évite au groupe de multiplier des gestes visibles mais peu utiles."", ""L’entraide s’organise finalement de façon plus discrète, et surtout plus ajustée à sa situation réelle.""]","[""In the neighborhood, neighbors want to support a single mother after learning that she is going through a difficult period."", ""Very quickly, several generous suggestions circulate, but they are not all based on what she actually needs."", ""Since nobody dares ask her directly for fear of being awkward, the group risks building help that is mainly symbolic."", ""A neighbor who knows her better then suggests first checking what would concretely make her week easier."", ""The answer changes the perspective: what she lacks most is neither extra clothes nor additional meals, but occasional childcare."", ""This clarification prevents the group from multiplying visible but not very useful gestures."", ""The support is finally organized in a more discreet way, and above all in a way better adjusted to her real situation.""]",360,Medium,Society and social issues
ROS048,B2,fr,en,A post that needs nuance,Un post à nuancer,"[""Dans un open space, une chargée de communication prépare une publication rapide pour réagir à une actualité qui concerne directement son entreprise."", ""Son premier texte a l’avantage d’être clair, mais il simplifie tellement le contexte qu’il risque d’alimenter une lecture plus polémique que prévue."", ""Un collègue lui fait remarquer que certaines formules seront probablement reprises isolément si elles restent aussi tranchées."", ""Elle pourrait maintenir ce ton pour gagner en impact immédiat, mais elle sait que l’effet se paierait ensuite en explications défensives."", ""Elle choisit donc d’ajouter une précision sur ce qui est confirmé et sur ce qui reste encore en vérification."", ""Le message paraît un peu moins direct, pourtant il cadre mieux la discussion dès le départ."", ""La publication suscite encore des réactions contrastées, sans produire le malentendu massif qu’on redoutait.""]","[""In an open-plan office, a communications officer prepares a quick post to react to a news item directly concerning her company."", ""Her first draft has the advantage of being clear, but it simplifies the context so much that it risks feeding a more polemical reading than expected."", ""A colleague points out to her that some phrases will probably be repeated in isolation if they remain so sharp."", ""She could keep that tone to gain immediate impact, but she knows the effect would later be paid for with defensive explanations."", ""She therefore chooses to add a clarification about what is confirmed and what still remains under review."", ""The message feels a little less direct, yet it frames the discussion better from the start."", ""The post still triggers mixed reactions, without producing the massive misunderstanding they had feared.""]",360,Medium,Communication strategy & media influence
